############################################
Teste=224
Precisao=1.0
Recall=1.0
Encontrados=97
Esperados=97
############################################
Alinhamentos esperados:


Funcao1=similarity.structure.ConceptNameSimilarity@5e13b45c
Peso1=0.0

Funcao2=similarity.structure.DirectIndividualSimilarity@626db53c
Peso2=0.0

Funcao3=similarity.structure.CommentTokenSimilarity@4084f087
Peso3=0.995

Funcao4=class similarity.FunctionContainer@FuncoesHierarquia
Peso4=0.0

Funcao5=similarity.structure.DirectSuperClassSimilarity@203dcf41
Peso5=0.14

Funcao6=similarity.structure.DirectSubClassSimilarity@63cf2e4e
Peso6=0.35

Funcao5=class similarity.FunctionContainer@FuncoesPropriedades
Peso5=0.005

Funcao6=similarity.structure.DirectPropertybyRangeDomainSimilarity@6c04b35e
Peso6=0.49

Funcao7=similarity.structure.DirectPropertybyNameSimilarity@b637691
Peso7=0.51

############################
#Similaridade dos recursos

(Academic            ,Academic            ,1.0)
(Academic            ,Manual              ,0.004004881)
(Academic            ,Reference           ,0.0030882626)
(Academic            ,Conference          ,0.0028911664)
(Academic            ,Institution         ,0.002816406)
(Address             ,Address             ,1.0)
(Address             ,Publisher           ,0.20167698)
(Address             ,Part                ,0.15605024)
(Address             ,Collection          ,0.15594499)
(Address             ,Book                ,0.14509286)
(Address             ,Chapter             ,0.13588746)
(Address             ,Conference          ,0.1024641)
(Address             ,School              ,0.10217699)
(Address             ,PersonList          ,0.10154127)
(Address             ,PageRange           ,0.10069312)
(Address             ,Informal            ,0.093351774)
(Address             ,Academic            ,0.093170695)
(Address             ,Date                ,0.091201335)
(Address             ,Article             ,0.08572007)
(Address             ,InCollection        ,0.085653536)
(Address             ,InBook              ,0.07370527)
(Address             ,Booklet             ,0.061426632)
(Address             ,TechReport          ,0.061410725)
(Address             ,Unpublished         ,0.0030662199)
(Address             ,Deliverable         ,0.0030465683)
(Address             ,Manual              ,0.0029713542)
(Address             ,Monograph           ,0.00295)
(Address             ,LectureNotes        ,0.002897222)
(Address             ,Misc                ,0.002897222)
(Address             ,Report              ,0.002881313)
(Address             ,Journal             ,0.0028725504)
(Address             ,MotionPicture       ,0.0028494622)
(Address             ,Proceedings         ,0.0027719778)
(Address             ,PhdThesis           ,0.0027161457)
(Address             ,MastersThesis       ,0.0027161457)
(Address             ,Institution         ,0.002676984)
(Address             ,InProceedings       ,0.0026338387)
(Address             ,Reference           ,0.0019835525)
(Article             ,Article             ,1.0)
(Article             ,InProceedings       ,0.3361689)
(Article             ,School              ,0.2516653)
(Article             ,Academic            ,0.2254157)
(Article             ,Informal            ,0.22539683)
(Article             ,Proceedings         ,0.18502772)
(Article             ,Report              ,0.17029814)
(Article             ,Unpublished         ,0.17022957)
(Article             ,Collection          ,0.17016597)
(Article             ,Part                ,0.17001839)
(Article             ,Book                ,0.15723109)
(Article             ,Chapter             ,0.14620353)
(Article             ,Institution         ,0.14505817)
(Article             ,TechReport          ,0.13713148)
(Article             ,Booklet             ,0.13695239)
(Article             ,PhdThesis           ,0.12867959)
(Article             ,MastersThesis       ,0.12867959)
(Article             ,MotionPicture       ,0.12846969)
(Article             ,Conference          ,0.113554776)
(Article             ,PersonList          ,0.11288152)
(Article             ,PageRange           ,0.11245452)
(Article             ,Deliverable         ,0.103833705)
(Article             ,Publisher           ,0.10241531)
(Article             ,Date                ,0.09574983)
(Article             ,InCollection        ,0.09496423)
(Article             ,Journal             ,0.085805826)
(Article             ,Address             ,0.08572007)
(Article             ,InBook              ,0.08103444)
(Article             ,Monograph           ,0.0752256)
(Article             ,LectureNotes        ,0.004285714)
(Article             ,Misc                ,0.004285714)
(Article             ,Manual              ,0.0039723716)
(Article             ,Reference           ,0.003697737)
(Book                ,Book                ,1.0)
(Book                ,Collection          ,0.54766554)
(Book                ,Part                ,0.31006473)
(Book                ,Chapter             ,0.26942784)
(Book                ,InCollection        ,0.25293604)
(Book                ,InBook              ,0.21730435)
(Book                ,Monograph           ,0.204)
(Book                ,School              ,0.1838244)
(Book                ,PersonList          ,0.1833168)
(Book                ,PageRange           ,0.18280806)
(Book                ,Date                ,0.18181029)
(Book                ,Academic            ,0.17014937)
(Book                ,Informal            ,0.17011905)
(Book                ,Publisher           ,0.16874865)
(Book                ,Article             ,0.15723109)
(Book                ,Proceedings         ,0.14690477)
(Book                ,Address             ,0.14509286)
(Book                ,TechReport          ,0.11489574)
(Book                ,Booklet             ,0.114841275)
(Book                ,PhdThesis           ,0.09477059)
(Book                ,MastersThesis       ,0.09477059)
(Book                ,MotionPicture       ,0.094549246)
(Book                ,Deliverable         ,0.08060342)
(Book                ,InProceedings       ,0.075167716)
(Book                ,Journal             ,0.070014775)
(Book                ,Unpublished         ,0.06658372)
(Book                ,Report              ,0.06652768)
(Book                ,Manual              ,0.004356132)
(Book                ,LectureNotes        ,0.004285714)
(Book                ,Misc                ,0.004285714)
(Book                ,Reference           ,0.0037024985)
(Book                ,Conference          ,0.0032201256)
(Book                ,Institution         ,0.002915306)
(Booklet             ,Booklet             ,1.0)
(Booklet             ,Collection          ,0.19072917)
(Booklet             ,TechReport          ,0.1616507)
(Booklet             ,School              ,0.1560811)
(Booklet             ,Informal            ,0.14714286)
(Booklet             ,Academic            ,0.14683037)
(Booklet             ,Publisher           ,0.14514703)
(Booklet             ,Article             ,0.13695239)
(Booklet             ,Report              ,0.12160428)
(Booklet             ,Part                ,0.12160428)
(Booklet             ,Date                ,0.1201736)
(Booklet             ,Book                ,0.114841275)
(Booklet             ,Monograph           ,0.114841275)
(Booklet             ,Chapter             ,0.1092823)
(Booklet             ,Institution         ,0.08592083)
(Booklet             ,MotionPicture       ,0.08137718)
(Booklet             ,PhdThesis           ,0.08122597)
(Booklet             ,MastersThesis       ,0.08122597)
(Booklet             ,Conference          ,0.07420945)
(Booklet             ,PersonList          ,0.07395119)
(Booklet             ,PageRange           ,0.07251512)
(Booklet             ,Deliverable         ,0.0707451)
(Booklet             ,InCollection        ,0.06673296)
(Booklet             ,InProceedings       ,0.06673296)
(Booklet             ,Proceedings         ,0.062375564)
(Booklet             ,Journal             ,0.06172259)
(Booklet             ,Address             ,0.061426632)
(Booklet             ,Unpublished         ,0.05996528)
(Booklet             ,InBook              ,0.059823234)
(Booklet             ,LectureNotes        ,0.005)
(Booklet             ,Misc                ,0.005)
(Booklet             ,Manual              ,0.0046874997)
(Booklet             ,Reference           ,0.002654605)
(Chapter             ,Chapter             ,1.0)
(Chapter             ,InCollection        ,0.45630231)
(Chapter             ,Part                ,0.28881568)
(Chapter             ,Collection          ,0.28842315)
(Chapter             ,Book                ,0.26942784)
(Chapter             ,Unpublished         ,0.20311625)
(Chapter             ,InBook              ,0.20302956)
(Chapter             ,School              ,0.16883947)
(Chapter             ,PersonList          ,0.1685201)
(Chapter             ,PageRange           ,0.16709657)
(Chapter             ,Informal            ,0.15762238)
(Chapter             ,Academic            ,0.15703304)
(Chapter             ,Publisher           ,0.15608306)
(Chapter             ,Article             ,0.14620353)
(Chapter             ,Address             ,0.13588746)
(Chapter             ,Date                ,0.12529907)
(Chapter             ,Monograph           ,0.12115329)
(Chapter             ,Booklet             ,0.1092823)
(Chapter             ,TechReport          ,0.10863942)
(Chapter             ,MotionPicture       ,0.08720635)
(Chapter             ,PhdThesis           ,0.08687279)
(Chapter             ,MastersThesis       ,0.08687279)
(Chapter             ,Deliverable         ,0.07491003)
(Chapter             ,InProceedings       ,0.07039326)
(Chapter             ,Proceedings         ,0.06603382)
(Chapter             ,Journal             ,0.06559931)
(Chapter             ,Report              ,0.06243199)
(Chapter             ,LectureNotes        ,0.0045454544)
(Chapter             ,Misc                ,0.0045454544)
(Chapter             ,Manual              ,0.0040567224)
(Chapter             ,Reference           ,0.003216301)
(Chapter             ,Conference          ,0.0031350958)
(Chapter             ,Institution         ,0.0030061328)
(Collection          ,Collection          ,1.0)
(Collection          ,Book                ,0.54766554)
(Collection          ,Part                ,0.335674)
(Collection          ,Monograph           ,0.31109214)
(Collection          ,Chapter             ,0.28842315)
(Collection          ,InCollection        ,0.27572078)
(Collection          ,InBook              ,0.23387809)
(Collection          ,School              ,0.20183432)
(Collection          ,PersonList          ,0.20131852)
(Collection          ,PageRange           ,0.20082863)
(Collection          ,Booklet             ,0.19072917)
(Collection          ,Date                ,0.19042358)
(Collection          ,Academic            ,0.18514521)
(Collection          ,Informal            ,0.18507576)
(Collection          ,Publisher           ,0.18374342)
(Collection          ,Article             ,0.17016597)
(Collection          ,Address             ,0.15594499)
(Collection          ,TechReport          ,0.121330105)
(Collection          ,PhdThesis           ,0.10373611)
(Collection          ,MastersThesis       ,0.10373611)
(Collection          ,MotionPicture       ,0.10356667)
(Collection          ,Deliverable         ,0.08703859)
(Collection          ,InProceedings       ,0.08084409)
(Collection          ,Proceedings         ,0.07568165)
(Collection          ,Journal             ,0.07472334)
(Collection          ,Unpublished         ,0.070648156)
(Collection          ,Report              ,0.07060462)
(Collection          ,Manual              ,0.004275463)
(Collection          ,LectureNotes        ,0.004166667)
(Collection          ,Misc                ,0.004166667)
(Collection          ,Reference           ,0.0038533227)
(Collection          ,Conference          ,0.0031604937)
(Collection          ,Institution         ,0.0028343254)
(Conference          ,Conference          ,1.0)
(Conference          ,Institution         ,0.20300446)
(Conference          ,Article             ,0.113554776)
(Conference          ,InProceedings       ,0.1133014)
(Conference          ,Proceedings         ,0.102606)
(Conference          ,Address             ,0.1024641)
(Conference          ,Report              ,0.093489304)
(Conference          ,Unpublished         ,0.09340705)
(Conference          ,Booklet             ,0.07420945)
(Conference          ,Publisher           ,0.004004464)
(Conference          ,School              ,0.004004464)
(Conference          ,Journal             ,0.0033579492)
(Conference          ,Manual              ,0.0032499998)
(Conference          ,Book                ,0.0032201256)
(Conference          ,Monograph           ,0.0032201256)
(Conference          ,Collection          ,0.0031604937)
(Conference          ,Informal            ,0.0031380209)
(Conference          ,LectureNotes        ,0.0031380209)
(Conference          ,Misc                ,0.0031380209)
(Conference          ,Chapter             ,0.0031350958)
(Conference          ,Deliverable         ,0.003047232)
(Conference          ,TechReport          ,0.0030347593)
(Conference          ,Part                ,0.0029660363)
(Conference          ,MotionPicture       ,0.002916667)
(Conference          ,InCollection        ,0.0028594767)
(Conference          ,PhdThesis           ,0.0027891665)
(Conference          ,Academic            ,0.0027891665)
(Conference          ,MastersThesis       ,0.0027891665)
(Conference          ,InBook              ,0.002734477)
(Conference          ,Reference           ,0.0025466173)
(Conference          ,PersonList          ,0.002490761)
(Conference          ,PageRange           ,0.0015645272)
(Conference          ,Date                ,7.0312497E-4)
(Date                ,Date                ,1.0)
(Date                ,Collection          ,0.19042358)
(Date                ,Book                ,0.18181029)
(Date                ,Part                ,0.13660589)
(Date                ,Chapter             ,0.12529907)
(Date                ,Booklet             ,0.1201736)
(Date                ,PageRange           ,0.105742514)
(Date                ,School              ,0.10539577)
(Date                ,PersonList          ,0.10523486)
(Date                ,Academic            ,0.10035808)
(Date                ,Informal            ,0.10027361)
(Date                ,Publisher           ,0.10015893)
(Date                ,Article             ,0.09574983)
(Date                ,InCollection        ,0.09559398)
(Date                ,Proceedings         ,0.0912851)
(Date                ,Address             ,0.091201335)
(Date                ,InBook              ,0.08735382)
(Date                ,Monograph           ,0.08381786)
(Date                ,TechReport          ,0.07737054)
(Date                ,MotionPicture       ,0.053299874)
(Date                ,PhdThesis           ,0.053226493)
(Date                ,MastersThesis       ,0.053226493)
(Date                ,Deliverable         ,0.048344802)
(Date                ,InProceedings       ,0.046059344)
(Date                ,Journal             ,0.043847077)
(Date                ,Unpublished         ,0.042502344)
(Date                ,Report              ,0.042290404)
(Date                ,Manual              ,7.9166656E-4)
(Date                ,LectureNotes        ,7.7361113E-4)
(Date                ,Misc                ,7.7361113E-4)
(Date                ,Reference           ,7.69682E-4)
(Date                ,Conference          ,7.0312497E-4)
(Date                ,Institution         ,6.589286E-4)
(Deliverable         ,Deliverable         ,1.0)
(Deliverable         ,Report              ,0.18582714)
(Deliverable         ,TechReport          ,0.1470609)
(Deliverable         ,PhdThesis           ,0.14654933)
(Deliverable         ,MastersThesis       ,0.14654933)
(Deliverable         ,MotionPicture       ,0.14633279)
(Deliverable         ,School              ,0.12734927)
(Deliverable         ,PersonList          ,0.126794)
(Deliverable         ,PageRange           ,0.1255877)
(Deliverable         ,Informal            ,0.114967324)
(Deliverable         ,Academic            ,0.11496203)
(Deliverable         ,Article             ,0.103833705)
(Deliverable         ,InCollection        ,0.10380365)
(Deliverable         ,InProceedings       ,0.10368964)
(Deliverable         ,Proceedings         ,0.09446624)
(Deliverable         ,Journal             ,0.09341912)
(Deliverable         ,Unpublished         ,0.08739744)
(Deliverable         ,InBook              ,0.08712056)
(Deliverable         ,Collection          ,0.08703859)
(Deliverable         ,Part                ,0.08692173)
(Deliverable         ,Book                ,0.08060342)
(Deliverable         ,Monograph           ,0.08060342)
(Deliverable         ,Chapter             ,0.07491003)
(Deliverable         ,Booklet             ,0.0707451)
(Deliverable         ,Date                ,0.048344802)
(Deliverable         ,LectureNotes        ,0.0044117644)
(Deliverable         ,Misc                ,0.0044117644)
(Deliverable         ,Manual              ,0.0041724215)
(Deliverable         ,Reference           ,0.0036089986)
(Deliverable         ,Conference          ,0.003047232)
(Deliverable         ,Address             ,0.0030465683)
(Deliverable         ,Publisher           ,0.0029742646)
(Deliverable         ,Institution         ,0.0029742646)
(InBook              ,InBook              ,1.0)
(InBook              ,PageRange           ,0.49876323)
(InBook              ,InCollection        ,0.27602366)
(InBook              ,Collection          ,0.23387809)
(InBook              ,Part                ,0.23380384)
(InBook              ,Book                ,0.21730435)
(InBook              ,Chapter             ,0.20302956)
(InBook              ,PersonList          ,0.20151979)
(InBook              ,Report              ,0.14626622)
(InBook              ,Monograph           ,0.13675673)
(InBook              ,TechReport          ,0.12118218)
(InBook              ,PhdThesis           ,0.10406863)
(InBook              ,MastersThesis       ,0.10406863)
(InBook              ,MotionPicture       ,0.10378968)
(InBook              ,School              ,0.09321321)
(InBook              ,Academic            ,0.0874853)
(InBook              ,Informal            ,0.08746213)
(InBook              ,Date                ,0.087379575)
(InBook              ,Deliverable         ,0.08712056)
(InBook              ,Publisher           ,0.08567533)
(InBook              ,InProceedings       ,0.081152104)
(InBook              ,Article             ,0.08103444)
(InBook              ,Proceedings         ,0.07503734)
(InBook              ,Journal             ,0.073860064)
(InBook              ,Address             ,0.07370527)
(InBook              ,Unpublished         ,0.07070017)
(InBook              ,Booklet             ,0.059823234)
(InBook              ,LectureNotes        ,0.0045454544)
(InBook              ,Misc                ,0.0045454544)
(InBook              ,Manual              ,0.003926354)
(InBook              ,Reference           ,0.0032434058)
(InBook              ,Institution         ,0.0027586578)
(InBook              ,Conference          ,0.002734477)
(InCollection        ,InCollection        ,1.0)
(InCollection        ,Chapter             ,0.45630231)
(InCollection        ,Part                ,0.4022203)
(InCollection        ,InBook              ,0.27602366)
(InCollection        ,Collection          ,0.27572078)
(InCollection        ,Unpublished         ,0.2757055)
(InCollection        ,Book                ,0.25293604)
(InCollection        ,PersonList          ,0.2512698)
(InCollection        ,PageRange           ,0.25001323)
(InCollection        ,Monograph           ,0.15726295)
(InCollection        ,PhdThesis           ,0.12887695)
(InCollection        ,MastersThesis       ,0.12887695)
(InCollection        ,MotionPicture       ,0.12871191)
(InCollection        ,School              ,0.11331422)
(InCollection        ,Informal            ,0.10404546)
(InCollection        ,Academic            ,0.10400196)
(InCollection        ,Deliverable         ,0.10380365)
(InCollection        ,Publisher           ,0.10225866)
(InCollection        ,Date                ,0.09561974)
(InCollection        ,InProceedings       ,0.09510682)
(InCollection        ,Article             ,0.09496423)
(InCollection        ,Proceedings         ,0.08701137)
(InCollection        ,Journal             ,0.0857053)
(InCollection        ,Address             ,0.085653536)
(InCollection        ,Report              ,0.080777735)
(InCollection        ,Booklet             ,0.06673296)
(InCollection        ,TechReport          ,0.06642677)
(InCollection        ,LectureNotes        ,0.0045454544)
(InCollection        ,Misc                ,0.0045454544)
(InCollection        ,Manual              ,0.00406683)
(InCollection        ,Reference           ,0.0033054997)
(InCollection        ,Conference          ,0.0028594767)
(InCollection        ,Institution         ,0.0027586578)
(InProceedings       ,InProceedings       ,1.0)
(InProceedings       ,Article             ,0.3361689)
(InProceedings       ,Proceedings         ,0.3025069)
(InProceedings       ,Unpublished         ,0.17017516)
(InProceedings       ,Report              ,0.16991806)
(InProceedings       ,Institution         ,0.14490151)
(InProceedings       ,PhdThesis           ,0.12882242)
(InProceedings       ,MastersThesis       ,0.12882242)
(InProceedings       ,MotionPicture       ,0.12866469)
(InProceedings       ,School              ,0.11331422)
(InProceedings       ,Conference          ,0.1133014)
(InProceedings       ,PersonList          ,0.11307535)
(InProceedings       ,PageRange           ,0.11181879)
(InProceedings       ,Informal            ,0.10404546)
(InProceedings       ,Academic            ,0.103947416)
(InProceedings       ,Deliverable         ,0.10368964)
(InProceedings       ,InCollection        ,0.09510682)
(InProceedings       ,Journal             ,0.08574394)
(InProceedings       ,InBook              ,0.081152104)
(InProceedings       ,Collection          ,0.08084409)
(InProceedings       ,Part                ,0.080673784)
(InProceedings       ,Book                ,0.075167716)
(InProceedings       ,Monograph           ,0.075167716)
(InProceedings       ,Chapter             ,0.07039326)
(InProceedings       ,Booklet             ,0.06673296)
(InProceedings       ,TechReport          ,0.06627222)
(InProceedings       ,Date                ,0.046071053)
(InProceedings       ,LectureNotes        ,0.0045454544)
(InProceedings       ,Misc                ,0.0045454544)
(InProceedings       ,Manual              ,0.003926354)
(InProceedings       ,Reference           ,0.0032779025)
(InProceedings       ,Publisher           ,0.0027586578)
(InProceedings       ,Address             ,0.0026338387)
(Informal            ,Informal            ,1.0)
(Informal            ,Unpublished         ,0.3031875)
(Informal            ,School              ,0.2872899)
(Informal            ,Academic            ,0.2534375)
(Informal            ,TechReport          ,0.23416084)
(Informal            ,Article             ,0.22539683)
(Informal            ,Report              ,0.18545455)
(Informal            ,Part                ,0.18545455)
(Informal            ,Collection          ,0.18507576)
(Informal            ,Book                ,0.17011905)
(Informal            ,Chapter             ,0.15762238)
(Informal            ,Booklet             ,0.14714286)
(Informal            ,MotionPicture       ,0.14698157)
(Informal            ,PhdThesis           ,0.14683037)
(Informal            ,MastersThesis       ,0.14683037)
(Informal            ,PersonList          ,0.12725477)
(Informal            ,PageRange           ,0.12581868)
(Informal            ,Deliverable         ,0.114967324)
(Informal            ,Publisher           ,0.11355972)
(Informal            ,InCollection        ,0.10404546)
(Informal            ,InProceedings       ,0.10404546)
(Informal            ,Date                ,0.10027361)
(Informal            ,Proceedings         ,0.0943007)
(Informal            ,Journal             ,0.09364773)
(Informal            ,Address             ,0.093351774)
(Informal            ,InBook              ,0.08746213)
(Informal            ,Monograph           ,0.08082418)
(Informal            ,LectureNotes        ,0.005)
(Informal            ,Misc                ,0.005)
(Informal            ,Manual              ,0.0046874997)
(Informal            ,Conference          ,0.0031380209)
(Informal            ,Institution         ,0.0030041665)
(Informal            ,Reference           ,0.002654605)
(Institution         ,Institution         ,1.0)
(Institution         ,Report              ,0.25172853)
(Institution         ,Conference          ,0.20300446)
(Institution         ,Article             ,0.14505817)
(Institution         ,InProceedings       ,0.14490151)
(Institution         ,Proceedings         ,0.1269913)
(Institution         ,Unpublished         ,0.113655634)
(Institution         ,Booklet             ,0.08592083)
(Institution         ,TechReport          ,0.0858952)
(Institution         ,Publisher           ,0.005)
(Institution         ,School              ,0.005)
(Institution         ,Journal             ,0.0033924964)
(Institution         ,Manual              ,0.0030716148)
(Institution         ,Chapter             ,0.0030061328)
(Institution         ,Part                ,0.0030061328)
(Institution         ,Informal            ,0.0030041665)
(Institution         ,LectureNotes        ,0.0030041665)
(Institution         ,Misc                ,0.0030041665)
(Institution         ,MotionPicture       ,0.0029758066)
(Institution         ,Deliverable         ,0.0029742646)
(Institution         ,Book                ,0.002915306)
(Institution         ,Monograph           ,0.002915306)
(Institution         ,Collection          ,0.0028343254)
(Institution         ,PhdThesis           ,0.002816406)
(Institution         ,Academic            ,0.002816406)
(Institution         ,MastersThesis       ,0.002816406)
(Institution         ,InCollection        ,0.0027586578)
(Institution         ,InBook              ,0.0027586578)
(Institution         ,Address             ,0.002676984)
(Institution         ,PersonList          ,0.0025997735)
(Institution         ,Reference           ,0.0018131265)
(Institution         ,PageRange           ,0.0017135298)
(Institution         ,Date                ,6.589286E-4)
(Journal             ,Journal             ,1.0)
(Journal             ,MotionPicture       ,0.113588296)
(Journal             ,PhdThesis           ,0.11342893)
(Journal             ,MastersThesis       ,0.11342893)
(Journal             ,School              ,0.102892496)
(Journal             ,PersonList          ,0.1022753)
(Journal             ,PageRange           ,0.10076323)
(Journal             ,Informal            ,0.09364773)
(Journal             ,Deliverable         ,0.09341912)
(Journal             ,Academic            ,0.09332792)
(Journal             ,Article             ,0.085805826)
(Journal             ,InProceedings       ,0.08574394)
(Journal             ,InCollection        ,0.0857053)
(Journal             ,Proceedings         ,0.07999678)
(Journal             ,Collection          ,0.07472334)
(Journal             ,Unpublished         ,0.074112505)
(Journal             ,Report              ,0.07404356)
(Journal             ,Part                ,0.074013196)
(Journal             ,InBook              ,0.073860064)
(Journal             ,Book                ,0.070014775)
(Journal             ,Monograph           ,0.070014775)
(Journal             ,Chapter             ,0.06559931)
(Journal             ,Booklet             ,0.06172259)
(Journal             ,TechReport          ,0.061501533)
(Journal             ,Date                ,0.043847077)
(Journal             ,Publisher           ,0.0033924964)
(Journal             ,Institution         ,0.0033924964)
(Journal             ,Conference          ,0.0033579492)
(Journal             ,LectureNotes        ,0.0031931817)
(Journal             ,Misc                ,0.0031931817)
(Journal             ,Manual              ,0.0030903148)
(Journal             ,Address             ,0.0028725504)
(Journal             ,Reference           ,0.0026765421)
(LectureNotes        ,LectureNotes        ,1.0)
(LectureNotes        ,Informal            ,0.005)
(LectureNotes        ,Booklet             ,0.005)
(LectureNotes        ,Misc                ,0.005)
(LectureNotes        ,MotionPicture       ,0.0048387097)
(LectureNotes        ,Manual              ,0.0046874997)
(LectureNotes        ,PhdThesis           ,0.0046874997)
(LectureNotes        ,Academic            ,0.0046874997)
(LectureNotes        ,MastersThesis       ,0.0046874997)
(LectureNotes        ,Unpublished         ,0.0046874997)
(LectureNotes        ,TechReport          ,0.0045454544)
(LectureNotes        ,InCollection        ,0.0045454544)
(LectureNotes        ,Report              ,0.0045454544)
(LectureNotes        ,Chapter             ,0.0045454544)
(LectureNotes        ,InBook              ,0.0045454544)
(LectureNotes        ,InProceedings       ,0.0045454544)
(LectureNotes        ,Part                ,0.0045454544)
(LectureNotes        ,Deliverable         ,0.0044117644)
(LectureNotes        ,Book                ,0.004285714)
(LectureNotes        ,Monograph           ,0.004285714)
(LectureNotes        ,Article             ,0.004285714)
(LectureNotes        ,Collection          ,0.004166667)
(LectureNotes        ,Proceedings         ,0.0038461536)
(LectureNotes        ,Journal             ,0.0031931817)
(LectureNotes        ,Conference          ,0.0031380209)
(LectureNotes        ,Publisher           ,0.0030041665)
(LectureNotes        ,Institution         ,0.0030041665)
(LectureNotes        ,School              ,0.0030041665)
(LectureNotes        ,Address             ,0.002897222)
(LectureNotes        ,PersonList          ,0.002879762)
(LectureNotes        ,Reference           ,0.002654605)
(LectureNotes        ,PageRange           ,0.0014436885)
(LectureNotes        ,Date                ,7.7361113E-4)
(Manual              ,Manual              ,1.0)
(Manual              ,Informal            ,0.0046874997)
(Manual              ,Booklet             ,0.0046874997)
(Manual              ,LectureNotes        ,0.0046874997)
(Manual              ,Misc                ,0.0046874997)
(Manual              ,MotionPicture       ,0.004394309)
(Manual              ,Proceedings         ,0.004385965)
(Manual              ,Book                ,0.004356132)
(Manual              ,Monograph           ,0.004356132)
(Manual              ,Collection          ,0.004275463)
(Manual              ,TechReport          ,0.0042542336)
(Manual              ,Report              ,0.0042542336)
(Manual              ,Unpublished         ,0.004210714)
(Manual              ,Deliverable         ,0.0041724215)
(Manual              ,InCollection        ,0.00406683)
(Manual              ,Chapter             ,0.0040567224)
(Manual              ,Part                ,0.0040269606)
(Manual              ,PhdThesis           ,0.004004881)
(Manual              ,Academic            ,0.004004881)
(Manual              ,MastersThesis       ,0.004004881)
(Manual              ,Article             ,0.0039723716)
(Manual              ,InBook              ,0.003926354)
(Manual              ,InProceedings       ,0.003926354)
(Manual              ,Conference          ,0.0032499998)
(Manual              ,Journal             ,0.0030903148)
(Manual              ,Reference           ,0.0030882626)
(Manual              ,Publisher           ,0.0030716148)
(Manual              ,Institution         ,0.0030716148)
(Manual              ,School              ,0.0030716148)
(Manual              ,Address             ,0.0029713542)
(Manual              ,PersonList          ,0.002629348)
(Manual              ,PageRange           ,0.0013181504)
(Manual              ,Date                ,8.580729E-4)
(MastersThesis       ,MastersThesis       ,1.0)
(MastersThesis       ,Academic            ,0.602)
(MastersThesis       ,PhdThesis           ,0.5025)
(MastersThesis       ,MotionPicture       ,0.20339431)
(MastersThesis       ,School              ,0.16864975)
(MastersThesis       ,PersonList          ,0.1684627)
(MastersThesis       ,PageRange           ,0.1671515)
(MastersThesis       ,Informal            ,0.14683037)
(MastersThesis       ,Deliverable         ,0.14654933)
(MastersThesis       ,InCollection        ,0.12887695)
(MastersThesis       ,InProceedings       ,0.12882242)
(MastersThesis       ,Article             ,0.12867959)
(MastersThesis       ,Proceedings         ,0.11456872)
(MastersThesis       ,Journal             ,0.11342893)
(MastersThesis       ,InBook              ,0.10406863)
(MastersThesis       ,Report              ,0.10399287)
(MastersThesis       ,Unpublished         ,0.10391167)
(MastersThesis       ,Collection          ,0.10373611)
(MastersThesis       ,Part                ,0.103669815)
(MastersThesis       ,Book                ,0.09477059)
(MastersThesis       ,Monograph           ,0.09477059)
(MastersThesis       ,Chapter             ,0.08687279)
(MastersThesis       ,Booklet             ,0.08122597)
