numberOrV.      0,40           0,45           0,35           0,45           0,47           0,40           0,40           0,45           0,45           0,40           0,35           0,40           0,40           0,50           0,55           0,45           0,35           0,55           0,45           0,45           0,45           0,45           0,26           0,40           0,45           1,10           0,35           0,45           0,45           0,50           0,35           0,40           0,45           0,50           0,45           0,40           0,40           0,40           0,47           0,40           0,40           0,45           0,40           0,50           0,26           0,45           0,45           0,45           0,26           0,21           0,40           0,26           0,31           0,40           0,26           0,45           0,35           0,40           0,40           0,40           0,40           0,50           0,40           0,31         
firstPubl.      0,43           0,53           0,38           0,53           0,30           0,48           0,53           0,53           0,48           0,43           0,48           0,53           0,53           0,43           0,53           0,48           0,84           0,48           0,48           0,59           0,48           0,59           0,40           0,53           0,48           0,35           1,10           0,53           0,48           0,48           0,53           0,48           0,38           0,48           0,43           0,43           0,48           0,48           0,30           0,43           0,48           0,53           0,59           0,48           0,24           0,43           0,50           0,79           0,24           0,30           0,48           0,35           0,30           0,53           0,24           0,59           0,43           0,38           0,43           0,48           0,43           0,35           0,48           0,24         
lastName        0,45           0,70           0,47           0,47           0,28           0,47           0,38           0,47           0,47           0,38           0,47           0,56           0,74           0,74           0,47           0,56           0,44           0,78           0,65           0,38           0,47           0,56           0,37           0,56           0,65           0,45           0,53           1,10           0,38           0,56           0,56           0,74           0,47           0,38           0,38           0,47           0,47           0,56           0,37           0,56           0,47           0,54           0,51           0,47           0,28           0,47           0,35           0,46           0,26           0,19           0,47           0,19           0,37           0,56           0,37           0,56           0,50           0,48           0,47           0,47           0,56           0,47           0,65           0,19         
periodici.      0,51           0,38           0,51           0,64           0,19           0,38           0,51           0,58           0,51           0,51           0,64           0,45           0,45           0,38           0,45           0,51           0,44           0,45           0,51           0,51           0,64           0,45           0,26           0,45           0,51           0,45           0,48           0,38           1,10           0,51           0,45           0,38           0,45           0,45           0,51           0,51           0,51           0,38           0,26           0,45           0,51           0,51           0,45           0,45           0,39           0,51           0,41           0,51           0,26           0,32           0,38           0,26           0,26           0,58           0,26           0,58           0,50           0,53           0,45           0,45           0,51           0,41           0,51           0,26         
note            0,45           0,54           0,38           0,52           0,43           0,59           0,46           0,50           0,67           0,38           0,56           0,56           0,67           0,74           0,56           0,59           0,50           0,62           0,86           0,47           0,48           0,67           0,34           0,38           0,47           0,50           0,48           0,56           0,51           1,10           0,38           0,56           0,38           0,38           0,47           0,59           0,65           0,56           0,43           0,38           0,56           0,54           0,51           0,50           0,31           0,38           0,44           0,46           0,34           0,32           0,56           0,27           0,31           0,52           0,30           0,56           0,50           0,48           0,48           0,52           0,56           0,47           0,74           0,37         
issn            0,51           0,38           0,38           0,38           0,19           0,38           0,46           0,50           0,38           0,38           0,38           0,56           0,38           0,38           0,38           0,38           0,50           0,46           0,38           0,47           0,59           0,52           0,63           0,92           0,47           0,35           0,53           0,56           0,45           0,38           1,10           0,38           0,38           0,38           0,38           0,48           0,47           0,38           0,19           0,56           0,47           0,46           0,58           0,38           0,31           0,52           0,53           0,54           0,26           0,26           0,38           0,27           0,19           0,38           0,30           0,47           0,50           0,48           0,48           0,38           0,38           0,41           0,38           0,19         
language        0,45           0,70           0,47           0,47           0,37           0,38           0,46           0,38           0,47           0,38           0,38           0,47           0,56           0,65           0,56           0,74           0,50           0,54           0,65           0,38           0,38           0,47           0,37           0,38           0,47           0,40           0,48           0,74           0,38           0,56           0,38           1,10           0,47           0,47           0,38           0,38           0,47           0,47           0,37           0,47           0,47           0,46           0,45           0,38           0,19           0,38           0,35           0,46           0,26           0,26           0,38           0,19           0,28           0,47           0,28           0,47           0,56           0,48           0,47           0,56           0,56           0,53           0,56           0,19         
year            0,45           0,54           0,56           0,38           0,31           0,59           0,46           0,50           0,38           0,56           0,38           0,38           0,52           0,38           0,47           0,48           0,38           0,46           0,38           0,47           0,38           0,38           0,19           0,38           0,47           0,45           0,38           0,47           0,45           0,38           0,38           0,47           1,10           0,38           0,56           0,48           0,47           0,38           0,19           0,38           0,47           0,54           0,38           0,38           0,31           0,52           0,53           0,46           0,26           0,26           0,56           0,35           0,31           0,52           0,30           0,38           0,44           0,43           0,48           0,38           0,47           0,53           0,38           0,19         
url             0,45           0,46           0,38           0,52           0,31           0,38           0,46           0,50           0,38           0,38           0,38           0,38           0,38           0,38           0,47           0,38           0,50           0,46           0,38           0,38           0,38           0,52           0,19           0,38           0,47           0,50           0,48           0,38           0,45           0,38           0,38           0,47           0,38           1,10           0,47           0,59           0,38           0,38           0,31           0,38           0,38           0,46           0,45           0,50           0,19           0,38           0,44           0,54           0,26           0,26           0,47           0,27           0,31           0,52           0,50           0,56           0,44           0,43           0,48           0,38           0,47           0,47           0,38           0,19         
keywords        0,38           0,38           0,47           0,38           0,28           0,38           0,46           0,56           0,47           0,65           0,38           0,38           0,38           0,38           0,38           0,47           0,44           0,38           0,47           0,47           0,47           0,38           0,19           0,38           0,38           0,45           0,43           0,38           0,51           0,47           0,38           0,38           0,56           0,47           1,10           0,47           0,47           0,47           0,19           0,38           0,38           0,38           0,38           0,47           0,37           0,47           0,35           0,38           0,19           0,32           0,47           0,43           0,37           0,56           0,19           0,47           0,38           0,43           0,47           0,47           0,38           0,41           0,38           0,28         
